	text	screen_name	location
1124	CatholicTwitter ProtestantTwitter EvangelicalTwitter LDS please pray for a pregnant mom who have cancer and possibly week to live they will deliver baby soon mom want baby to have the good chance Prolife	Christ_isLight	United States
1125	and the rest of we should be force to share a room with anyone who ca understand that vaccination be our only ProLife choice here your boss say you wrong dude but I guess you just finally agree with my body my choice hypocrite manslaughter	Theresabluedot	Texas, USA
1126	we live in a society that have strip the right to life to the most vulnerable how can this be right abortion be the number one issue join we on the March for Life UK lifefromconceptionnoexception numberoneissue ProLife Whywemarch UK London	March4LifeUK	London, England
1127	ProLife this be despicable WITCH BURNING amp nothing MORE this cannot stand TexasTaliban	KatEdmiston	Houston TX 
1128	do you tell all the prolife MAGA who refuse the CovidVaccine because they be develop use cell line originate with aborted fetal tissue decade ago that monoclonalantibodie be also develop use those cell line	DarlingDefiance	Maryland, USA
1129	any comment about this accurate tweet WomensHealth conversiontherapy lgbtqia prochoice notoconservative canadavote	mendonca1969	Canada
1130	why be it that the pro life crowd be the one do the killing prochoice roevswade mybodymychoice fuckyourheartbeatlawtexas	Secorcoran1227	Dallas, TX
1131	curious about the Venn diagram of mybodymychoice antivax protester and prochoice activist probably an unsurprisingly small intersection	JuiChakravorty	SF/NY
1132	another my body my choice prochoice for the Win	KellysInFlorida	West Palm Beach, FL
1133	so if I wear an anti vax shirt at a pro choice rally would a black hole open up and swallow all politic mybodymychoice prochoice imconfuse	EchoRomeo36	United States
1134	new video about Star Trek portrayal of abortion and bodily autonomy as it pertain to it throughout the year StarTrek prochoice	OfficialBRex	The Netherlands
1135	be campaign on bankrupt Canada in month instead of month promise the only actual leader of any party be campaign on nolockdown prochoice vaccination novaccinemandate NoVaccinePassports VotePPC	SonnyBrakes	Algoma-Manitoulin-Kapuskasing
1136	to be fair NoToole would have a difficult time find a prochoice MP within his party	blueskies366	Edmonton
1138	accord to commentary if you protest Trudeau it simply anti mask and anti vax how about freedom and prochoice remember blackface	TraderMike16	Ontario, Canada
1139	we be for freedom of choice we will never ask for proof of vaccine even if it be ever require in our industry novaccinepassportanywhere NoVaccinePassports NoVaccineMandates prochoice freedomofchoice	comeandstayltd	Stroud, England
1140	so if it be my body my choice it be for woman too let they decide prochoice	grgnaz	Phoenix, AZ, USA
1142	my body my Choice prochoice	F__cking_Master	CHAZ, Capitol Hill Seattle, WA
1143	yup this what you really think Most of the lefty radical be also the dumb people at your university say in the video message to a group of Ryerson Young Conservatives cdnpoli and you not prochoice you lie	LizRiceToronto	Toronto, Canada
1144	we both follow each other on TikTok I feel so sad for she I wish I know any detox I can recommend she she one of the many people that be injure by the mrna jab novaccinepassport protectyourfamily prochoice	msfrancinetv	Rancho Cucamonga, CA
1145	public face MitchMcConnell kind of reluctant to give governor advice about how they ought to carry out their responsibility during the pandemic privately do all he can to end votingright wreck the Supreme Court end legal abortion prochoice	Empath_Coach_RR	Books-Blog-Website-Workshops
1146	who know antivaxxer be really prochoice	MasonRMcClellan	Minneapolis
1147	an important number of vaxxe people also end up in ICU so many important amp relevant info in country month ahead of we AU have a huge delay in this plandemic prochoice freedom	IdAustralian	Canberra, Australian Capital Territory
1148	no termination of pregnancy involve in this scenario but it still have conservative Christians demand that society make woman comply with their agenda philosophy amp ideology these people always own themselves amp show their true nature always prochoice Antitheism	bazblackadder	Earth, Sol System, Alpha Quad
1149	this reek of when conservative shame woman that have abortion their body their choice prochoice	dfromthebx	South Bronx
1150	or my favourite ppl who wo wear mask because my body my choice but try and have a say on what other should and should do with their body contradiction prochoice	HowdoesJay	Northern Ireland, United Kingd
1151	do talk about it be about it you pro life you think woman should be force to carry unwanted pregnancy then open your door to one of those child and take on all the trauma and brokenness that come with it prochoice womensright	themrs_g_	Mount Dora, FL
1152	be a remarkable doctor and a fearless relentless champion of access to healthcare read this and show some support if you can abortionjustice prochoice medabortionirl abortionishealthcare reprohealth	MatHelman	Malden, MA
1153	so it be the standard mindset of Conservatives to view woman and people as be antonymous of each other their stance on abortion have nothing to do with sanctity of life but rather part of a more general broad sweeping hatred of woman prochoice christianity	bazblackadder	Earth, Sol System, Alpha Quad
1154	indeed prominent Republicans have class woman as host body and not people Oklahoma Justin Humphrey Florida GOP Jose Oliva Virginia GOP Steve Martin prochoice antichoice	bazblackadder	Earth, Sol System, Alpha Quad
1156	everyone be so overwhelmed with covid news still please go live amp do the shit you want your next minute be even promise donewithcovidtalk prochoice	LaiaRose_	Los Angeles, CA
1157	it annoy I when people try to compare be prochoice with remain unvaccinated be not a fly penis impregnate man and woman you can pass it on to people who may die of it simply by have it possibly without even know GetVaccinated	JazzJohnson10	New York City
1158	and mandate mask to protect child but do want to persecute woman prochoice	TumbyWallop	Philadelphia/Montana 
1159	I think you be prochoice	JamieGump	Chicago, IL
1160	abuse prochoice sexualassault sa coverup adopt survivor trauma check out Transmomlesbianmoms video TikTok	ArtemisandDiana	USA
1161	stop regulate woman womb get the out of woman right to choose womenshealth womensright prochoice	robertblraymond	st paul & forest lake, MN
1162	rhetorical Question do you think the people who say they pray for guidance on how to cast their vote ever consider what the god they pray to think of they when they vote against their own family lgbtq prochoice VotingRights	michaelrohrer	New York City
1163	I hope you keep work for the thing you support but also support President Biden excellent progress educate yourself about poverty woman right ProChoice and many other issue	jambie61	United States
1164	termination of a pregnancy be between the pregnant person and their doctor only legal safe and private regardless of trimester abortionishealthcare prochoice	pixposies	Old California
1165	Jeff position actually have nothing to do with sanctity of life as evidence by this tweet where he demonstrate that he do even think his own mother have personhood say it all antichoice prochoice antitheism	bazblackadder	Earth, Sol System, Alpha Quad
1166	the really worrying thing here be that we should even be have this debate ever prochoice novaccinepassportanywhere leaveourkidsalone	BeechYoga	suzanna.brander@gmail.com
1167	cheater scandal prochoice knowledge be power site sexual Revolution be bring sexodus G	WomensPowerBook	UK
1168	what about week or week prochoice	CthaReth	London 
1169	no mother regardless of her situation should be deny a right to safe and accessible abortion prochoice	Cameron77538598	Queensland, Australia
1170	imagine if Osama Bin Laden be abort prochoice	Cameron77538598	Queensland, Australia
1171	the world be overpopulated prochoice	Cameron77538598	Queensland, Australia
1172	do I need your permission to post Rock too cause the first time I lie to my parent it be to see Ozzy on the first Rock in Rio with a surfer boyfriend Shocker I could be your mother Montgomery prochoice respect staysafe	AnaBvlaqua	California, USA
